(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6983089780199222074)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4208862605867660881)
(6766680853355357928, 4233796249753509738)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 5574278664785690056)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8482951015270768115)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 3819510542743937011)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 5799020783206495906)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6380720192070812365)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 7540235336922401067)
(6766680853355357928, 6900347287613916906)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8855165466635101647)
(6766680853355357928, 5847254656264488524)
(6766680853355357928, 34304946414084268)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8160691293282086352)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 745878376698400787)
(6766680853355357928, 2479050147651076124)
(6766680853355357928, 4100262557103089118)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 2281083246414502398)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8140115251427030548)
(6766680853355357928, 8793164111309225398)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 580705291106122992)
(6766680853355357928, 2486202702287436225)
(6766680853355357928, 5042028680540579310)
(6766680853355357928, 6006366654655911950)
(6766680853355357928, 1208128496869577638)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8235179087400286418)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8648604418805696026)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6133140246086641429)
(6766680853355357928, 6651646755374029885)
(6766680853355357928, 4252675848181225924)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8825163263899622693)
(6766680853355357928, 3673160406177260316)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 7327698723180985845)
(6766680853355357928, 9158423491162012398)
(6766680853355357928, 5576484832749960697)
(6766680853355357928, 5053040475116220989)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 5552496951598972385)
(6766680853355357928, 1036784235234699029)
(6766680853355357928, 3863451065536273858)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6992376474719157987)
(6766680853355357928, 8675366891864780966)
(6766680853355357928, 6763225527243187819)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 7828706164316623027)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 5586729723673191584)
(6766680853355357928, 6826957245710301136)
(6766680853355357928, 4130004851880055240)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6035352946562907582)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4955358985203599432)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4772778022314077468)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6829988331618088568)
(6766680853355357928, 2144780206136896417)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6981605159967723854)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4074511041293632018)
(6766680853355357928, 737961122999197741)
(6766680853355357928, 2896560284441548641)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6033513560131797253)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 2185090965098789210)
(6766680853355357928, 2783316267181970705)
(6766680853355357928, 3566798246978330339)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 2515155925443677299)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 62207874534607241)
(6766680853355357928, 865027148961465127)
(6766680853355357928, 1769039610630149924)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6194271776152797079)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 7741599536906027196)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4777895122962233593)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4374035567880759891)
(6766680853355357928, 3062389901101675384)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4117273875617666809)
(6766680853355357928, 6508806213436733112)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8473084323318104275)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6126215644137048621)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4886094324521899049)
(6766680853355357928, 6239950656556496700)
(6766680853355357928, 919915848161622821)
(6766680853355357928, 4517185406000510171)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 7969589488248651654)
(6766680853355357928, 5868474191638681179)
(6766680853355357928, 9097960267277479346)
(6766680853355357928, 7329242223467610110)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 651773063506839775)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 2723637464231990798)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 8407500092582890314)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 7415256676462759977)
(6766680853355357928, 6848814114395708595)
(6766680853355357928, 3707250281020519584)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6756088498798122682)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6408164140970406446)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6622087735590752915)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 4105779569127908633)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 6162558059628110359)
(6766680853355357928, 8265890263176338901)
(6766680853355357928, 9223372036854775807)
(6766680853355357928, 3447259369539308874)
